id	outcome	previous_title	reviewed_title	concurrent_removal_reason
TCS-0869	renamed	Give a complete (resource free) characterisation of rewrite systems with polynomial derivational complexity.	Characterizing polynomial derivational complexity	
TCS-0871	renamed	Are universality and inclusion of AC-recognizable languages decidable?	Universality and inclusion of AC-recognizable languages	
TCS-0875	renamed	Does every automatic group have a presentation through some finite convergent string-rewriting system? Does every automatic monoid have an automatic structure such that the set of representatives is a prefix-closed cross-section?	Convergent presentations and cross-sections of automatic structures	
TCS-0877	renamed	Is strong sequentiality decidable for arbitrary rewrite systems?	Decidability of strong sequentiality	
TCS-0896	renamed	Has any full, finitely-generated and Church-Rosser term-rewriting system (or system with bound variables) a recursive, one-step, normalizing reduction strategy?	Recursive normalizing strategies for Church–Rosser rewriting	
TCS-0901	renamed	Is termination of one linear rule decidable?	Decidability of one-rule linear rewriting termination	
TCS-0913	renamed	Is the word problem for the S -combinator decidable?	Word problem for the S-combinator	
TCS-0914	retained	Deterministic min-cost matching with delays	Deterministic min-cost matching with delays	
TCS-0922	retained	Generalized assignment	Generalized assignment	
TCS-0924	renamed	Precedence-Constrained Scheduling on Identical Machines to minimize weighted completion time	Precedence scheduling for weighted completion time	
TCS-0935	retained	Unit-job precedence scheduling complexity	Unit-job precedence scheduling complexity	
TCS-0940	retained	Lifting sketching resistance to sublinear streaming resistance	Lifting sketching resistance to sublinear streaming resistance	
TCS-0943	retained	Polynomial-pass barriers to near-exact streaming Max-Cut	Polynomial-pass barriers to near-exact streaming Max-Cut	
TCS-0946	renamed	Does every hypergraph have a cut sparsifier with O(n/ε²) hyperedges?	Hypergraph cut sparsifiers with O(n/ε²) hyperedges	
TCS-0949	retained	Data Structure Lower Bound in the Cell Probe Model	Data Structure Lower Bound in the Cell Probe Model	
TCS-0950	retained	Linear Sketching Over $F_2$	Linear Sketching Over $F_2$	
TCS-0952	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The sample-stretching statement does not determine whether the nearby distribution is fixed or data-dependent, or what independence and probability guarantee is required. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://sublinear.info/index.php?title=Open_Problems:85.
TCS-0954	retained	Metric TSP Cost Approximation	Metric TSP Cost Approximation	
TCS-0957	retained	Approximating Rank in the Bounded-Degree Model	Approximating Rank in the Bounded-Degree Model	
TCS-0959	retained	RNA Folding	RNA Folding	
TCS-0962	retained	Coding Theory in the Streaming Model	Coding Theory in the Streaming Model	
TCS-0965	retained	Low Expansion Encoding of Edit Distance	Low Expansion Encoding of Edit Distance	
TCS-0967	retained	TSP in the Streaming Model	TSP in the Streaming Model	
TCS-0968	retained	“For All” Guarantee for Computationally Bounded Adversaries	“For All” Guarantee for Computationally Bounded Adversaries	
TCS-0969	retained	Approximating LIS Length in the Streaming Model	Approximating LIS Length in the Streaming Model	
TCS-0970	retained	Fast JL Transform for Sparse Vectors	Fast JL Transform for Sparse Vectors	
TCS-0973	retained	Sketching Earth Mover Distance	Sketching Earth Mover Distance	
TCS-0980	retained	Random Walks	Random Walks	
TCS-0984	retained	“Ultimate” Deterministic Sparse Recovery	“Ultimate” Deterministic Sparse Recovery	
TCS-0985	retained	$L_\infty$ Estimation	$L_\infty$ Estimation	
TCS-0986	retained	Characterizing Sketchable Distances	Characterizing Sketchable Distances	
TCS-0987	retained	Deterministic Heavy-Hitters & Fast Matrix Algorithms	Deterministic Heavy-Hitters & Fast Matrix Algorithms	
TCS-0988	retained	Deterministic Summary Structures	Deterministic Summary Structures	
TCS-0990	retained	Estimating Earth-Mover Distance	Estimating Earth-Mover Distance	
TCS-0993	retained	Graph Distances	Graph Distances	
TCS-0994	retained	Graph Matchings	Graph Matchings	
TCS-0998	retained	Sketching vs. Streaming	Sketching vs. Streaming	
TCS-1004	retained	Deterministic relative counting for DNF	Deterministic relative counting for DNF	
TCS-1005	retained	Unconditional subexponential simulation of BPP	Unconditional subexponential simulation of BPP	
TCS-1006	retained	Explicit simultaneous isolation for perfect matchings	Explicit simultaneous isolation for perfect matchings	
TCS-1007	retained	Universal traversal sequences under arbitrary labels	Universal traversal sequences under arbitrary labels	
TCS-1008	retained	Bipartite vertex expanders with constant expansion loss	Bipartite vertex expanders with constant expansion loss	
TCS-1009	retained	Near-lossless undirected constant-degree vertex expanders	Near-lossless undirected constant-degree vertex expanders	
TCS-1010	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The asymptotic binary rate function is defined, but the card supplies no accepted representation distinguishing a full evaluation from a restatement of its limsup optimization; selecting a coding-bound conjecture or computability question would replace its target. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://people.seas.harvard.edu/~salil/pseudorandomness/.
TCS-1011	retained	Full-length Reed–Solomon list decoding beyond Johnson	Full-length Reed–Solomon list decoding beyond Johnson	
TCS-1012	retained	Explicit efficiently decoded binary codes beyond Gilbert–Varshamov	Explicit efficiently decoded binary codes beyond Gilbert–Varshamov	
TCS-1013	retained	Optimal-size highly unbalanced lossless expanders	Optimal-size highly unbalanced lossless expanders	
TCS-1014	retained	Constant-loss condensers with logarithmic seeds	Constant-loss condensers with logarithmic seeds	
TCS-1015	retained	Seeded extraction with constant total entropy loss	Seeded extraction with constant total entropy loss	
TCS-1016	retained	Extraction with log n plus constant seed length	Extraction with log n plus constant seed length	
TCS-1018	retained	Optimal generators for hardness-to-randomness transformations	Optimal generators for hardness-to-randomness transformations	
TCS-1019	retained	Polynomial-time derandomization of randomized AC0	Polynomial-time derandomization of randomized AC0	
TCS-1020	retained	Polynomial-length constant-query locally decodable codes	Polynomial-length constant-query locally decodable codes	
TCS-1021	retained	Promise-BPP derandomization implying EXP circuit hardness	Promise-BPP derandomization implying EXP circuit hardness	
TCS-1022	retained	Derandomization implying exponential nondeterministic circuit hardness	Derandomization implying exponential nondeterministic circuit hardness	
TCS-1024	retained	Extracting from low-entropy efficiently samplable sources	Extracting from low-entropy efficiently samplable sources	
TCS-1029	retained	Sharp graph-removal bounds for fixed patterns	Sharp graph-removal bounds for fixed patterns	
TCS-1030	retained	Characterizing polynomial-query dense graph properties	Characterizing polynomial-query dense graph properties	
TCS-1033	renamed	Does polynomial testability imply polynomial distance estimation for dense graph properties?	Polynomial testability versus distance estimation	
TCS-1034	retained	Largest separation between SUM and OR circuits	Largest separation between SUM and OR circuits	
TCS-1035	retained	Cost of restricting linear circuits to depth two	Cost of restricting linear circuits to depth two	
TCS-1036	retained	Unbounded XOR-over-OR complexity separations	Unbounded XOR-over-OR complexity separations	
TCS-1037	retained	Asymmetry of XOR complexity under matrix inversion	Asymmetry of XOR complexity under matrix inversion	
TCS-1039	retained	Explicit superlinear in-place XOR lower bounds	Explicit superlinear in-place XOR lower bounds	
TCS-1040	retained	Nonlinear-gate advantages for binary linear operators	Nonlinear-gate advantages for binary linear operators	
TCS-1043	retained	Superlogarithmic clique-versus-independent-set communication	Superlogarithmic clique-versus-independent-set communication	
TCS-1044	retained	Explicit matrices with large robust rectangle covers	Explicit matrices with large robust rectangle covers	
TCS-1046	retained	Super-log-cubed three-party disjointness lower bounds	Super-log-cubed three-party disjointness lower bounds	
TCS-1047	retained	Formula size versus partition complexity	Formula size versus partition complexity	
TCS-1050	retained	Explicit input pairs resistant to partial monotone separation	Explicit input pairs resistant to partial monotone separation	
TCS-1051	retained	Logarithmic negation-depth lower bounds for monotone functions	Logarithmic negation-depth lower bounds for monotone functions	
TCS-1052	retained	Depth-three lower bounds beyond the switching-lemma barrier	Depth-three lower bounds beyond the switching-lemma barrier	
TCS-1053	retained	Depth-three size bounds beyond exponential square root	Depth-three size bounds beyond exponential square root	
TCS-1054	retained	Exponential lower bounds for unrestricted threshold-of-threshold circuits	Exponential lower bounds for unrestricted threshold-of-threshold circuits	
TCS-1055	retained	Complementation asymmetry in second-level communication complexity	Complementation asymmetry in second-level communication complexity	
TCS-1056	retained	Majority outside constant-depth modular circuits	Majority outside constant-depth modular circuits	
TCS-1057	concurrently_deleted			Removed on 2026-09-12 in the user-authorized specify-or-delete review. The primary polynomial-separation source uses incompatible coefficient and multiplicity conventions, and its intended lower-bound measure has not been recovered. Editorial removal of an incompletely specified benchmark, not a resolution claim. Saved source: https://web.vu.lt/mif/s.jukna/boolean/index.html.
TCS-1058	retained	Explicit rigidity at rank n over log log n	Explicit rigidity at rank n over log log n	
TCS-1059	retained	Linearizing arbitrary depth-two circuits efficiently	Linearizing arbitrary depth-two circuits efficiently	
TCS-1061	retained	Quadratic decision-tree bounds from block sensitivity	Quadratic decision-tree bounds from block sensitivity	
TCS-1062	retained	Balancing tree-like cutting-planes proofs	Balancing tree-like cutting-planes proofs	
TCS-1069	retained	Complexity of testing Zariski-closure membership	Complexity of testing Zariski-closure membership	
TCS-1096	retained	Unprovability of polynomial circuit upper bounds in S₂¹	Unprovability of polynomial circuit upper bounds in S₂¹	
TCS-1097	retained	Unprovability of NP circuit upper bounds in T₂¹	Unprovability of NP circuit upper bounds in T₂¹	
TCS-1098	retained	PV₁ cannot verify any polynomial-time SAT solver	PV₁ cannot verify any polynomial-time SAT solver	
TCS-1099	renamed	Separate two levels of Buss's arithmetic hierarchy	Separating levels of bounded arithmetic	
TCS-1100	retained	PV₁ cannot prove fixed-polynomial extended-Frege lower bounds	PV₁ cannot prove fixed-polynomial extended-Frege lower bounds	
TCS-1101	retained	VP factor closure in positive characteristic	VP factor closure in positive characteristic	
