id,title,category,decision,reason
TCS-4991,"Universality of EPR Pairs in Entanglement-Assisted Communication Complexity, and the Communication Cost of State Conversion — Explicit open question on PDF page 2",Quantum computation,retained,Not selected for removal in this pass.
TCS-4992,Bounding Quantum-Classical Separations for Classes of Nonlocal Games — Explicit open question on PDF page 3,Quantum computation,retained,Not selected for removal in this pass.
TCS-5020,On Learning Linear Functions from Subset and Its Applications in Quantum Computing — Explicit open question on PDF page 3,Quantum computation,retained,Not selected for removal in this pass.
TCS-5021,The Quantum Approximate Optimization Algorithm at High Depth for MaxCut on Large-Girth Regular Graphs and the Sherrington-Kirkpatrick Model — Explicit open question on PDF page 3,Quantum computation,retained,Not selected for removal in this pass.
TCS-5044,Overlapping Qubits — Explicit open question on PDF page 3,Quantum computation,quarantined,Otázka vyplňuje malé parametrické okno překryvů ve specifickém balicím modelu; obecné meze reprezentace kvantové informace mají větší dosah.
TCS-5045,Limitations of Local Quantum Algorithms on Random MAX-k-XOR and Beyond — Unresolved-question passage on page 17,Quantum computation,retained,Not selected for removal in this pass.
TCS-5047,Quantum Time-Space Tradeoff for Finding Multiple Collision Pairs — Explicit open question on PDF page 3,Quantum computation,retained,Not selected for removal in this pass.
TCS-5077,A Parallel Repetition Theorem for All Entangled Games — Explicit open question on PDF page 3,Quantum computation,retained,Not selected for removal in this pass.
TCS-5078,Span Programs and Quantum Space Complexity — Explicit open question on PDF page 6,Quantum computation,retained,Not selected for removal in this pass.
TCS-5079,Pointer Quantum PCPs and Multi-Prover Games — Explicit open question on PDF page 3,Quantum computation,retained,Not selected for removal in this pass.
TCS-5106,A Simple Protocol for Verifiable Delegation of Quantum Computation in One Round — Explicit open question on PDF page 4,Quantum computation,retained,Not selected for removal in this pass.
TCS-5108,When Is Amplification Necessary for Composition in Randomized Query Complexity? — Unresolved-question passage on page 13,Quantum computation,retained,Not selected for removal in this pass.
TCS-5169,Fooling One-Sided Quantum Protocols — Explicit open question on PDF page 4,Quantum computation,retained,Not selected for removal in this pass.
TCS-5170,Another Subexponential-time Quantum Algorithm for the Dihedral Hidden Subgroup Problem — Explicit open question on PDF page 5,Quantum computation,retained,Not selected for removal in this pass.
TCS-5202,Quantum-Proof Multi-Source Randomness Extractors in the Markov Model — Explicit open question on PDF page 2,Quantum computation,retained,Not selected for removal in this pass.
TCS-5204,Optimal Quantum Algorithm for Polynomial Interpolation — Explicit open question on PDF page 4,Quantum computation,quarantined,"Hledá přesný faktor úspory dotazů při interpolaci. To je jemná optimalita konkrétního algoritmického primitiva, ne obecná bariéra kvantového zrychlení."
TCS-5533,On the Hardness of Approximating Distances of Quantum Codes — Unresolved-question passage on page 16,Quantum computation,quarantined,Navrhuje varianty vzdálenostních úloh formulované přes Pauliho chyby. Záznam nepřidává samostatnou hlavní domněnku nad rámec obecné složitosti vzdálenosti a dekódování kvantových kódů.
TCS-6459,Cost of quantum secret key — Explicit open question on PDF page 3,Quantum computation,retained,Not selected for removal in this pass.
TCS-6461,Quantum complexity phase transitions in monitored random circuits — Unresolved-question passage on page 30,Quantum computation,retained,Not selected for removal in this pass.
TCS-6481,Bosonic Quantum Computational Complexity — Explicit open question on PDF page 10,Quantum computation,retained,Not selected for removal in this pass.
TCS-6823,"Determine the relationships between BQP and classical classes, particularly NP and BPP.",Quantum computation,quarantined,"Jde o společný zastřešující záznam pro otázky BPP versus BQP a NP mimo BQP, které již mají vlastní položky TCS-0036 a TCS-0037."
TCS-6828,Construct explicit quantum channels witnessing non-additivity of Holevo information; existence is established nonconstructively.,Quantum computation,retained,Not selected for removal in this pass.
TCS-6933,Classical computers cannot efficiently sample the Boson Sampling distribution in the regime described in the source.,Quantum computation,retained,Not selected for removal in this pass.
TCS-6523,Does every isotropic log-concave measure have a dimension-free Poincaré constant?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6525,Gupta–Newman–Rabinovich–Sinclair conjecture,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6528,Unknot recognition in polynomial time,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0318,How many k-element subsets can a line separate from a planar point set?,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6524,Lang–Plaut problem,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6526,Optimal size of weak ε-nets for convex ranges,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0406,Edge-Unfolding Convex Polyhedra,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6527,Constant-distortion Steiner point removal,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-6529,Optimal ℓ₁ distortion of planar Earth Mover Distance,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0590,Hill’s conjecture for the crossing number of complete graphs,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0403,Euclidean Minimum Spanning Tree,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0408,Minimum Euclidean Matching in 2D,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0378,Chromatic Number of the Plane,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0427,NP certificates for homeomorphism of three-manifolds,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0410,Output-sensitive Convex Hull in \R^d,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0973,Sketching Earth Mover Distance,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0417,Voronoi Diagram of Lines in 3D,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0419,coNP certificates for three-manifold homeomorphism,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0411,Point Location in 3D Subdivision,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0402,Distances among Point Sets in \R^2 and \R^3,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0391,Thrackles,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0430,NP-hardness of three-manifold homeomorphism,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0416,Visibility Graph Recognition,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0990,Estimating Earth-Mover Distance,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0377,Smallest Universal Set of Points for Planar Graphs,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0423,Efficient algorithms for multiparameter persistence,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0322,Plane (1 + ε)-spanners in R2,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0388,Sorting X+Y (Pairwise Sums),Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0373,Zipper Unfoldings of Convex Polyhedra,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0405,Vertex-Unfolding Polyhedra,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0321,Planar Spanners,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0399,Union of Fat Objects in 3D,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
TCS-0415,Vertical Decompositions in \R^d,Computational geometry and metric spaces,retained,Not selected for removal in this pass.
