id,title,category,decision,basis,concurrent_addition
TCS-4705,Programming tools for Analogue Quantum Computing in the High-Performance Computing Context – A Review — Explicit open question on PDF page 9,Quantum computation,quarantine,specialized,False
TCS-4706,Tight Bounds on the Spooky Pebble Game: Recycling Qubits with Measurements — Unresolved-question passage on page 22,Quantum computation,quarantine,followup,False
TCS-4707,Quantum channel coding: Approximation algorithms and strong converse exponents — Unresolved-question passage on page 28,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4708,Optimal Fermionic Joint Measurements for Estimating Non-Commuting Majorana Observables — Unresolved-question passage on page 15,Quantum computation,retain,retain after second look: significant or uncertain boundary,False
TCS-4709,Estimating the entanglement of random multipartite quantum states — Conjecture 1,Quantum computation,retain,retain after second look: significant or uncertain boundary,False
TCS-4711,The Tractability Border of Reachability in Simple Vector Addition Systems with States — Conjecture 39,Quantum computation,quarantine,specialized,False
TCS-4712,Single-qubit gate teleportation provides a quantum advantage — Unresolved-question passage on page 31,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4713,Decoding Quasi-Cyclic Quantum LDPC Codes — Explicit open question on PDF page 10,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4714,Efficient tensor networks for control-enhanced quantum metrology — Unresolved-question passage on page 9,Quantum computation,quarantine,followup,False
TCS-4715,Succinct Arguments for QMA from Standard Assumptions via Compiled Nonlocal Games — Explicit open question on PDF page 3,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4718,Low-Stabilizer-Complexity Quantum States Are Not Pseudorandom — Question 27,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4719,An Operational Framework for Nonclassicality in Quantum Communication Networks — Unresolved-question passage on page 27,Quantum computation,quarantine,specialized,False
TCS-4720,The Quantum and Classical Streaming Complexity of Quantum and Classical Max-Cut — Explicit open question on PDF page 2,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4724,Two-particle scattering on general graphs — Unresolved-question passage on page 20,Quantum computation,retain,retain after second look: significant or uncertain boundary,False
TCS-4725,Bipartite polygon models: entanglement classes and their nonlocal behaviour — Unresolved-question passage on page 22,Quantum computation,quarantine,specialized,False
TCS-4726,Lower T-count with faster algorithms — Unresolved-question passage on page 33,Quantum computation,retain,retain after second look: significant or uncertain boundary,False
TCS-4727,Quantum Chaos and Universal Trotterisation Behaviours in Digital Quantum Simulations — Unresolved-question passage on page 34,Quantum computation,quarantine,fragment,False
TCS-4728,On the Computational Hardness of Quantum One-Wayness — Explicit open question on PDF page 7,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4729,Bosonic quantum Fourier codes — Unresolved-question passage on page 13,Quantum computation,quarantine,followup,False
TCS-4730,A little bit of self-correction — Unresolved-question passage on page 7,Quantum computation,quarantine,followup,False
TCS-4731,Tight Bounds for Quantum Phase Estimation and Related Problems — Unresolved-question passage on page 15,Quantum computation,quarantine,followup,False
TCS-4732,Agnostic Tomography of Stabilizer Product States — Unresolved-question passage on page 14,Quantum computation,retain,retain after second look: significant or uncertain boundary,False
TCS-4733,A hierarchy of semidefinite programs for generalised Einstein-Podolsky-Rosen scenarios — Explicit open question on PDF page 16,Quantum computation,quarantine,fragment,False
TCS-4734,Derandomised Tensor Product Gap Amplification for Quantum Hamiltonians — Explicit open question on PDF page 4,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4735,"An Unholy Trinity: TFNP, Polynomial Systems, and the Quantum Satisfiability Problem — Explicit open question on PDF page 11",Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4736,Streaming quantum state purification — Unresolved-question passage on page 30,Quantum computation,quarantine,followup,False
TCS-4737,Towards a Universal Gateset for QMA1 — Explicit open question on PDF page 2,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4738,The advantage of quantum control in many-body Hamiltonian learning — Unresolved-question passage on page 7,Quantum computation,quarantine,followup,False
TCS-4740,Complexity Classification of Product State Problems for Local Hamiltonians — Explicit open question on PDF page 9,Quantum computation,quarantine,followup,False
TCS-4741,Mitigating controller noise in quantum gates using optimal control theory — Unresolved-question passage on page 14,Quantum computation,quarantine,followup,False
TCS-4742,Adaptive Online Learning of Quantum States — Unresolved-question passage on page 13,Quantum computation,retain,retain after second look: significant or uncertain boundary,False
TCS-4743,Quantum computation from dynamic automorphism codes — Unresolved-question passage on page 80,Quantum computation,quarantine,followup,False
TCS-4744,Single-Round Proofs of Quantumness from Knowledge Assumptions — Explicit open question on PDF page 7,Quantum computation,quarantine,followup,False
TCS-4745,Plane Hamiltonian Cycles in Convex Drawings — Conjecture 5.1,Quantum computation,quarantine,specialized,False
TCS-4746,Enumerating Error Bounded Polytime Algorithms Through Arithmetical Theories — Explicit open question on PDF page 2,Quantum computation,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
