source_id,collection,title,url,locator,disposition,reason,atlas_ids,atlas_states,evidence,recommendation,retrieval_leads,source_status
opentcs:do-you-pay-for-privacy-in-online-learning,opentcs,Do You Pay for Privacy in Online Learning?,https://opentcs.cc/problems/do-you-pay-for-privacy-in-online-learning/,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://opentcs.cc/problems/do-you-pay-for-privacy-in-online-learning/,,TCS-0510; TCS-0716; TCS-0507,not_certified
opentcs:does-a-min-wa-preserve-reg-by-inverse-image,opentcs,"Does a ( min,+)-WA preserve REG by inverse image?",https://opentcs.cc/problems/does-a-min-wa-preserve-reg-by-inverse-image/,,source_already_indexed,"Primary entry automata:19.13: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0148,TCS-0148:active,https://automata.exchange/19.13-does-a-min-plus-wa-preserve-reg-by-inverse-image/,,TCS-0148; TCS-4888; TCS-1448,not_certified
opentcs:does-a-system-that-is-nonoverlapping-under-unification-with-infinite-terms-have-unique-normal-forms,opentcs,Does a system that is nonoverlapping under unification with infinite terms have,https://opentcs.cc/problems/does-a-system-that-is-nonoverlapping-under-unification-with-infinite-terms-have-unique-normal-forms/,,source_already_indexed,"Primary entry rta:79: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0172,TCS-0172:archived,https://www.cs.tau.ac.il/~nachum/rtaloop/problems/79.html,,TCS-0172; TCS-5044; TCS-0885,not_certified
opentcs:does-ac-unification-terminate-under-more-flexible-control,opentcs,Does AC unification terminate under more flexible control?,https://opentcs.cc/problems/does-ac-unification-terminate-under-more-flexible-control/,,source_already_indexed,"Primary entry rta:40: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0175,TCS-0175:archived,https://www.cs.tau.ac.il/~nachum/rtaloop/problems/40.html,,TCS-0175; TCS-0172; TCS-0171,not_certified
opentcs:does-differential-privacy-make-pac-learning-much-harder,opentcs,Does Differential Privacy Make PAC Learning Much Harder?,https://opentcs.cc/problems/does-differential-privacy-make-pac-learning-much-harder/,,defer,No sufficiently checked new admission target established from this entry. Similarity candidates are only search leads; current status and the exact remaining formulation need review before any import.,,,https://opentcs.cc/problems/does-differential-privacy-make-pac-learning-much-harder/,,TCS-0507; TCS-0508; TCS-5236,not_certified
opentcs:does-every-automatic-group-have-a-presentation-through-some-finite-convergent-string-rewriting-system-does-every-automatic-monoid-have-an-automatic-structure-such-that-the-set-of-representatives-is-a-prefix-closed-cross-section,opentcs,Does every automatic group have a presentation through some finite convergent string-rewriting,https://opentcs.cc/problems/does-every-automatic-group-have-a-presentation-through-some-finite-convergent-string-rewriting-system-does-every-automatic-monoid-have-an-automatic-structure-such-that-the-set-of-representatives-is-a-prefix-closed-cross-section/,,source_already_indexed,"Primary entry rta:91: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0875,TCS-0875:active,https://www.cs.tau.ac.il/~nachum/rtaloop/problems/91.html,,TCS-0875; TCS-4295; TCS-5738,not_certified
opentcs:does-surjective-pairing-conservatively-extend-conversion,opentcs,Does surjective pairing conservatively extend -conversion?,https://opentcs.cc/problems/does-surjective-pairing-conservatively-extend-conversion/,,partial_resolution,Primary entry rta:5: The source reports conservativity over pure lambda-beta-eta solved by Stovring; arbitrary lambda theories remain a distinct question.,,,https://www.cs.tau.ac.il/~nachum/rtaloop/problems/5.html,,TCS-0898; TCS-6361; TCS-6308,not_certified
opentcs:does-the-church-rosser-property-of-abstract-reduction-systems-imply-decreasing-church-rosser,opentcs,Does the Church-Rosser property of abstract reduction systems imply decreasing Church-Rosser?,https://opentcs.cc/problems/does-the-church-rosser-property-of-abstract-reduction-systems-imply-decreasing-church-rosser/,,partial_resolution,Primary entry rta:56: Decreasing diagrams are complete for countable systems; the original unrestricted abstract-system formulation has a different cardinality scope.,,,https://www.cs.tau.ac.il/~nachum/rtaloop/problems/56.html,,TCS-0895; TCS-0896; TCS-7227,not_certified
opentcs:does-there-exist-a-semigroup-theory-for-which-there-is-a-reduced-canonical-term-rewriting-system-that-is-not-length-decreasing,opentcs,Does there exist a semigroup theory for which there is a reduced,https://opentcs.cc/problems/does-there-exist-a-semigroup-theory-for-which-there-is-a-reduced-canonical-term-rewriting-system-that-is-not-length-decreasing/,,source_already_indexed,"Primary entry rta:57: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0881,TCS-0881:active,https://www.cs.tau.ac.il/~nachum/rtaloop/problems/57.html,,TCS-0881; TCS-0905; TCS-0874,not_certified
opentcs:dynamic-planar-nearest-neighbors,opentcs,Dynamic Planar Nearest Neighbors,https://opentcs.cc/problems/dynamic-planar-nearest-neighbors/,,source_already_indexed,"Primary entry topp:63: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0387,TCS-0387:active,https://topp.openproblem.net/p63,,TCS-0387; TCS-1644; TCS-5409,not_certified
opentcs:edge-coloring-geometric-graphs,opentcs,Edge-Coloring Geometric Graphs,https://opentcs.cc/problems/edge-coloring-geometric-graphs/,,source_already_indexed,"Primary entry topp:75: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0376,TCS-0376:active,https://topp.openproblem.net/p75,,TCS-0376; TCS-7218; TCS-6404,not_certified
opentcs:edge-unfolding-convex-polyhedra,opentcs,Edge-Unfolding Convex Polyhedra,https://opentcs.cc/problems/edge-unfolding-convex-polyhedra/,,source_already_indexed,"Primary entry topp:9: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0406,TCS-0406:active,https://topp.openproblem.net/p9,,TCS-0406; TCS-0373; TCS-0382,not_certified
opentcs:edge-unfolding-polycubes,opentcs,Edge-Unfolding Polycubes,https://opentcs.cc/problems/edge-unfolding-polycubes/,,source_already_indexed,"Primary entry topp:64: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0384,TCS-0384:archived,https://topp.openproblem.net/p64,,TCS-0384; TCS-0406; TCS-0405,not_certified
opentcs:efficient-lrs-evaluation,opentcs,Efficient LRS evaluation,https://opentcs.cc/problems/efficient-lrs-evaluation/,,source_already_indexed,"Primary entry automata:25.4: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0095,TCS-0095:active,https://automata.exchange/25.4-efficient-lrs-evaluation/,,TCS-0095; TCS-0499; TCS-1643,not_certified
opentcs:emptiness-checking-for-3-clock-timed-automata-with-additive-constraints,opentcs,Emptiness-checking for 3-clock Timed Automata with additive constraints,https://opentcs.cc/problems/emptiness-checking-for-3-clock-timed-automata-with-additive-constraints/,,source_already_indexed,"Primary entry automata:24.6: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0107,TCS-0107:active,https://automata.exchange/24.06-emptiness-checking-for-3-clock-timed-automata-with-additive-constraints/,,TCS-0107; TCS-0105; TCS-5837,not_certified
opentcs:equational-axiomatization-of-graph-operations,opentcs,Equational axiomatization of graph operations,https://opentcs.cc/problems/equational-axiomatization-of-graph-operations/,,source_already_indexed,"Primary entry rta:103: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0870,TCS-0870:active,https://www.cs.tau.ac.il/~nachum/rtaloop/problems/103.html,,TCS-0870; TCS-4081; TCS-6571,not_certified
opentcs:equiprojective-polyhedra,opentcs,Equiprojective Polyhedra,https://opentcs.cc/problems/equiprojective-polyhedra/,,source_already_indexed,"Primary entry topp:76: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0375,TCS-0375:archived,https://topp.openproblem.net/p76,,TCS-0375; TCS-0405; TCS-0406,not_certified
opentcs:equivalence-of-cost-register-automata-the-quest-for-decidability,opentcs,Equivalence of Cost Register Automata: the quest for decidability,https://opentcs.cc/problems/equivalence-of-cost-register-automata-the-quest-for-decidability/,,source_already_indexed,"Primary entry automata:20.7: This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0139,TCS-0139:active,https://automata.exchange/20.07-equivalence-of-cra/,,TCS-0139; TCS-0136; TCS-4616,not_certified
