id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note
TCS-0061,Golden Ticket Mechanisms,Algorithmic game theory and fair division,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24401, section 4.8",Toby Walsh,https://doi.org/10.4230/DagRep.14.9.145,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue09/DagRep.14.9/DagRep.14.9.pdf#page=166,,"Fair Division: Algorithms, Solution Concepts, and Applications",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0062,Inter-profile Axioms in the Allocation of Indivisible Goods,Algorithmic game theory and fair division,focused,2024,seminar year; report may be published later,2,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 24401, section 4.5",Dominik Peters,https://doi.org/10.4230/DagRep.14.9.145,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume14/issue09/DagRep.14.9/DagRep.14.9.pdf#page=165,,"Fair Division: Algorithms, Solution Concepts, and Applications",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0063,Altruistic Hedonic Games (Short talk),Algorithmic game theory and fair division,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22452, section 4.5",Jörg Rothe,https://doi.org/10.4230/DagRep.12.11.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue11/DagRep.12.11/DagRep.12.11.pdf#page=45,,Computational Social Dynamics,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0064,Condorcet outcome for m independent binary issues,Algorithmic game theory and fair division,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22452, section 4.1",Andrei Constantinescu,https://doi.org/10.4230/DagRep.12.11.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue11/DagRep.12.11/DagRep.12.11.pdf#page=43,,Computational Social Dynamics,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0065,Interval cover for spatial crowdsourcing – Improving approximation,Algorithmic game theory and fair division,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22452, section 4.2",Vangelis Markakis,https://doi.org/10.4230/DagRep.12.11.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue11/DagRep.12.11/DagRep.12.11.pdf#page=43,,Computational Social Dynamics,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0066,Optimizing over Serial Dictatorships – Lower bound for optimal matching,Algorithmic game theory and fair division,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22452, section 4.4",Nidhi Rathi,https://doi.org/10.4230/DagRep.12.11.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue11/DagRep.12.11/DagRep.12.11.pdf#page=44,,Computational Social Dynamics,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0067,Tractability frontier of justice criteria under submodular valuations,Algorithmic game theory and fair division,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22452, section 4.6",Yair Zick,https://doi.org/10.4230/DagRep.12.11.28,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue11/DagRep.12.11/DagRep.12.11.pdf#page=45,,Computational Social Dynamics,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0068,AC0 on trees,Algorithmic game theory and fair division,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15401, section 4.2",Mikołaj Bojańczyk,https://doi.org/10.4230/DagRep.5.9.105,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue09/DagRep.5.9/DagRep.5.9.pdf#page=124,,"Circuits, Logic and Games",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0069,Perfect matchings for grid graphs and AC0,Algorithmic game theory and fair division,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15401, section 4.1",Kristoffer Arnsfelt Hansen,https://doi.org/10.4230/DagRep.5.9.105,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue09/DagRep.5.9/DagRep.5.9.pdf#page=123,,"Circuits, Logic and Games",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0070,Prefix diversity bounds for Boolean languages,Algorithmic game theory and fair division,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15401, section 4.3",Michaël Cadilhac,https://doi.org/10.4230/DagRep.5.9.105,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue09/DagRep.5.9/DagRep.5.9.pdf#page=124,,"Circuits, Logic and Games",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0071,Proof systems computed by NC0 circuit families.,Algorithmic game theory and fair division,focused,2015,seminar year; report may be published later,11,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 15401, section 4.4",Karteek Sreenivasaiah,https://doi.org/10.4230/DagRep.5.9.105,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume05/issue09/DagRep.5.9/DagRep.5.9.pdf#page=125,,"Circuits, Logic and Games",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0072,Complexity of equilibria in asymmetric two-player network congestion games,Algorithmic game theory and fair division,focused,2014,seminar year; report may be published later,12,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 14342, section 4.2; Savani: congestion games",,https://doi.org/10.4230/DagRep.4.8.73,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume04/issue08/DagRep.4.8/DagRep.4.8.pdf#page=89,,Equilibrium Computation,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0073,Complexity of mixed equilibria in identical-payoff polymatrix games,Algorithmic game theory and fair division,focused,2014,seminar year; report may be published later,12,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 14342, section 4.2; Savani: network coordination",,https://doi.org/10.4230/DagRep.4.8.73,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume04/issue08/DagRep.4.8/DagRep.4.8.pdf#page=89,,Equilibrium Computation,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0074,Equilibrium hardness using only non-monotone utilities,Algorithmic game theory and fair division,focused,2014,seminar year; report may be published later,12,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 14342, section 4.2; Paparas: non-monotone utilities",,https://doi.org/10.4230/DagRep.4.8.73,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume04/issue08/DagRep.4.8/DagRep.4.8.pdf#page=89,,Equilibrium Computation,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0075,Maximum number of extreme equilibria in five-by-five bimatrix games,Algorithmic game theory and fair division,focused,2014,seminar year; report may be published later,12,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 14342, section 4.1; von Stengel question",,https://doi.org/10.4230/DagRep.4.8.73,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume04/issue08/DagRep.4.8/DagRep.4.8.pdf#page=88,,Equilibrium Computation,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0076,Polynomial-time equilibrium computation for all monotone utility classes,Algorithmic game theory and fair division,focused,2014,seminar year; report may be published later,12,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 14342, section 4.2; Paparas: monotone utilities",,https://doi.org/10.4230/DagRep.4.8.73,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume04/issue08/DagRep.4.8/DagRep.4.8.pdf#page=89,,Equilibrium Computation,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0077,Structure of equilibria in noisy-channel signaling games,Algorithmic game theory and fair division,focused,2014,seminar year; report may be published later,12,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 14342, section 4.2; von Stengel: Nash codes",,https://doi.org/10.4230/DagRep.4.8.73,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume04/issue08/DagRep.4.8/DagRep.4.8.pdf#page=89,,Equilibrium Computation,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0078,Fair Division of a Max-Flow,Algorithmic game theory and fair division,focused,2013,seminar year; report may be published later,13,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 13161, section 5.1",Hervé Moulin,https://doi.org/10.4230/DagRep.3.4.69,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume03/issue04/DagRep.3.4/DagRep.3.4.pdf#page=88,,"Interface of Computation, Game Theory, and Economics",2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
