rank,researcher,slot,id,title,area,action,affinity,status,evidence,formulation_status,formulation_reviewed_on,current_batch_scope,researcher_bibliography,problem_sources
31,Nima Anari,2,TCS-6628,FPRAS for counting perfect matchings,Counting and enumeration,reused,General perfect-matching counting is a major next barrier for his sampling and counting methods.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/60/8821.html,https://doi.org/10.1137/0218077; https://faculty.cc.gatech.edu/~vigoda/Permanent.pdf; https://arxiv.org/abs/1712.07504; https://arxiv.org/abs/2309.04735; https://arxiv.org/abs/2608.26599
32,Julia Chuzhoy,1,TCS-6683,Optimal bounds in the Excluded Grid Theorem,Structural graph theory,reused,Quantitative excluded-grid bounds are directly within her graph-minor research.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/99/3386.html,https://doi.org/10.1016/0095-8956(86)90030-4; https://www.sciencedirect.com/science/article/pii/S0095895684710732; https://arxiv.org/abs/1305.6577; https://arxiv.org/abs/1901.07944; https://link.springer.com/article/10.1007/s00493-025-00168-w; https://arxiv.org/abs/2506.22857
32,Julia Chuzhoy,2,TCS-6588,Polylogarithmic approximation for Directed Steiner Tree,Approximation algorithms and hardness of approximation,reused,Directed Steiner Tree concerns the routing and network-design barriers she studies.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/99/3386.html,https://chekuri.web.engr.illinois.edu/pub.html; https://people.idsia.ch/~grandoni/Pubblicazioni/GLL19stoc.pdf; https://arxiv.org/abs/2302.04747; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ESA.2024.42; https://arxiv.org/abs/2412.10744; https://arxiv.org/abs/2607.25811
33,Mohsen Ghaffari,1,TCS-6499,Sublogarithmic distributed MIS,"Distributed, parallel and sublinear algorithms",reused,Distributed MIS is a central target of his LOCAL-model work.,open,reviewed,not individually completed,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/33/5673.html,https://arxiv.org/abs/2505.15652; https://arxiv.org/abs/1506.05093; https://arxiv.org/abs/2505.15654
33,Mohsen Ghaffari,2,TCS-6501,Constant-round MIS in the congested clique,"Distributed, parallel and sublinear algorithms",reused,Constant-round congested-clique MIS extends his distributed graph algorithms.,open,reviewed,not individually completed,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/33/5673.html,https://arxiv.org/abs/2502.21031; https://arxiv.org/abs/1802.08237; https://doi.org/10.4230/LIPIcs.DISC.2023.11
34,Danupon Nanongkai,1,TCS-7341,Strongly polynomial near-linear negative-weight shortest paths,Structural graph theory,reused,Strongly polynomial fast SSSP continues his shortest-path breakthroughs.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/61/2421.html,https://arxiv.org/abs/2304.05279; https://arxiv.org/abs/2203.03456; https://arxiv.org/abs/2511.08551; https://arxiv.org/abs/2602.16153; https://mj.ucw.cz/vyuka/ga/ga.pdf
34,Danupon Nanongkai,2,TCS-6507,Work-efficient parallel directed reachability,"Distributed, parallel and sublinear algorithms",reused,Work-efficient directed reachability concerns his parallel and distributed graph program.,open,reviewed,not individually completed,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/61/2421.html,https://doi.org/10.4230/LIPIcs.ICALP.2026.15; https://arxiv.org/abs/1905.08841; https://arxiv.org/abs/2608.13231
35,Richard Peng,1,TCS-7228,Exact directed maximum flow in \(O((m+n) \operatorname{polylog} n)\) time,Structural graph theory,reused,Near-linear exact max flow extends his work on fast graph optimization.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/46/7997.html,https://arxiv.org/abs/2203.00671; https://arxiv.org/abs/2608.17384
35,Richard Peng,2,TCS-6585,Nearly linear-time solution of general sparse linear systems,Optimization and numerics,reused,General sparse systems broaden his Laplacian and numerical-linear-algebra methods.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/46/7997.html,https://arxiv.org/abs/2007.10254; https://epubs.siam.org/doi/10.1137/090771430; https://arxiv.org/abs/2111.05553; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ICALP.2022.53; https://arxiv.org/abs/2602.05394
36,Thomas Vidick,1,TCS-6446,Quantum PCP conjecture,Quantum computation,reused,Quantum PCP is central to his quantum verification and Hamiltonian-complexity research.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/94/6173.html,https://arxiv.org/abs/1309.7495; https://eccc.weizmann.ac.il/report/2026/150/
36,Thomas Vidick,2,TCS-6515,Asymptotically good quantum locally testable stabilizer codes,Quantum computation,reused,Good quantum locally testable codes connect his quantum coding and Hamiltonian-complexity research.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/94/6173.html,https://quantum-journal.org/papers/q-2024-10-18-1501/; https://arxiv.org/abs/2111.03654; https://www.nature.com/articles/s41534-024-00908-8; https://arxiv.org/abs/2402.07476; https://arxiv.org/abs/2206.13228; https://arxiv.org/abs/2604.01874; https://arxiv.org/abs/2606.09588
37,Amit Sahai,1,TCS-6550,Circuit obfuscation from polynomial-hard LWE,Cryptography,reused,iO from LWE alone is central to his obfuscation research.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/s/AmitSahai.html,https://www.wisdom.weizmann.ac.il/~oded/p_obfuscate.html; https://cims.nyu.edu/~regev/papers/qcrypto.pdf; https://doi.org/10.1145/3785007; https://eprint.iacr.org/2021/1334; https://doi.org/10.4230/LIPIcs.ICALP.2022.28
37,Amit Sahai,2,TCS-7278,Identity-based encryption from arbitrary public-key encryption,Cryptography,reused,Identity-based encryption from general PKE connects his functional-encryption and assumption-reduction work.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/s/AmitSahai.html,https://eprint.iacr.org/2021/745.pdf; https://crypto.stanford.edu/~dabo/pubs/papers/bfibe.pdf
38,Tim Roughgarden,1,TCS-6632,Constant-factor universally truthful auctions for submodular bidders,"Algorithmic game theory, mechanism design and fair division",reused,Truthful welfare maximization concerns the algorithm-versus-incentives barriers he studies.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/r/TimRoughgarden.html,https://epubs.siam.org/doi/10.1137/20M1316068; https://theory.stanford.edu/~shaddin/papers/randompower-focs09.pdf; https://arxiv.org/abs/1011.1830; https://arxiv.org/abs/2010.01420; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2026.27
38,Tim Roughgarden,2,TCS-6674,Randomized truthful unrelated-machine scheduling,"Algorithmic game theory, mechanism design and fair division",reused,Randomized truthful scheduling is a foundational approximation-mechanism target in his field.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/r/TimRoughgarden.html,https://arxiv.org/abs/2301.11905; https://doi.org/10.1145/3785408; https://arxiv.org/abs/1507.08708; https://link.springer.com/chapter/10.1007/978-3-540-92185-1_46; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2008.1314; https://link.springer.com/article/10.1007/s00224-019-09927-x; https://ora.ox.ac.uk/objects/uuid%3A814fc511-99e2-47cb-b06a-f472630996dc/files/r9593tw016
39,Cynthia Dwork,1,TCS-7236,Polynomial-time private release of all marginals,Differential privacy,reused,Efficient private marginal release connects her foundational query-release work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/83/6616.html,https://projects.iq.harvard.edu/files/privacytools/files/complexityprivacy_1_01.pdf; https://arxiv.org/abs/1304.3754
39,Cynthia Dwork,2,TCS-6825,Computational versus statistical privacy in the curator model,Differential privacy,reused,Statistical versus computational privacy is a foundational question linked to her cryptographic approach to privacy.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/83/6616.html,https://www.cis.upenn.edu/~aaroth/privacybook.html
40,Scott Aaronson,1,TCS-6605,Aaronson–Ambainis conjecture,Communication complexity and Boolean function analysis,reused,He co-posed this conjecture on bounded low-degree polynomials and quantum query power.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/56/1358.html,https://arxiv.org/abs/0911.0996; https://arxiv.org/abs/1911.03748; https://ir.cwi.nl/pub/31883/31883.pdf; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ITCS.2025.17; https://eccc.weizmann.ac.il/report/2024/035/; https://arxiv.org/abs/2608.19158; https://arxiv.org/abs/2609.05201
40,Scott Aaronson,2,TCS-6933,Classical hardness of Boson Sampling,Quantum computation,reused,Classical hardness of Boson Sampling directly extends his quantum-sampling program.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/56/1358.html,https://arxiv.org/abs/1511.04206
41,Bernhard Haeupler,1,TCS-0013,Efficient explicit constant-rate tree codes,Coding and information theory,reused,Efficient tree codes are a foundational target for his interactive-coding research.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/39/1043.html,https://www.math.ias.edu/files/mathandcomp.pdf
41,Bernhard Haeupler,2,TCS-6555,Optimal exact single-source shortest paths in CONGEST,"Distributed, parallel and sublinear algorithms",reused,Optimal distributed exact SSSP connects his low-congestion communication and shortest-path algorithms.,open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/39/1043.html,https://link.springer.com/article/10.1007/s00446-026-00505-2; https://link.springer.com/article/10.1007/s00446-021-00412-8; https://nairenc.github.io/nairenc_files/parallelexactsspsqrt.pdf; https://arxiv.org/abs/1011.3049; https://arxiv.org/abs/2204.05874
42,Aviad Rubinstein,1,TCS-6587,Constant-factor approximation for Densest k-Subgraph,Approximation algorithms and hardness of approximation,reused,Densest k-subgraph concerns the approximation barriers in his hardness research.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/11/10308.html,https://arxiv.org/abs/1001.2891; https://arxiv.org/abs/1110.1360; https://arxiv.org/abs/1611.05991; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ITCS.2023.38; https://ojs.aaai.org/index.php/AAAI/article/view/38562; https://arxiv.org/abs/2605.25464
